seed,sigma,shape,method,mean_dev,adaptation,n_evade,min_dist,mean_energy,success
2,3.0,polyline,Line of Sight,12.274525631129002,13.0,16,0.8788155026899283,0.15979288774442227,53.48837209302325
2,3.0,polyline,Vector Field,22.47414575421647,16.5,13,5.168209527522757,0.16590046557117505,34.21926910299003
2,3.0,polyline,Nonlinear Stabilization,21.678762162799725,13.5,21,4.087873253285489,0.15556618806954664,40.19933554817276
2,3.0,polyline,Proposed AI,21.33826038228432,14.0,13,3.346668992023809,0.1492215110087575,43.18936877076412
3,0.5,straight,Pure Pursuit,21.04749551678172,12.0,8,1.007610161628632,0.15316528511117214,39.8671096345515
3,0.5,straight,Line of Sight,12.673226348047123,11.5,7,3.1345385087279514,0.15703346803908977,50.83056478405316
3,0.5,straight,Vector Field,25.928027199839732,34.5,5,5.148527524718854,0.1334369596426541,33.5548172757475
3,0.5,straight,Nonlinear Stabilization,28.58923524748604,35.0,6,6.9414389035249515,0.14370108224227524,29.568106312292358
3,0.5,straight,Proposed AI,23.894452345509883,22.5,4,3.1607226138813314,0.13328191729215583,36.544850498338874
3,0.5,circle,Pure Pursuit,17.001188941771943,10.5,8,5.226812209821701,0.15625089573430967,40.19933554817276
3,0.5,circle,Line of Sight,19.416526040679564,7.0,8,4.668040266521382,0.1379670360488049,37.2093023255814
3,0.5,circle,Vector Field,23.475202131122153,15.5,7,1.6443182775109335,0.15807966584715655,29.2358803986711
3,0.5,circle,Nonlinear Stabilization,20.33986191951744,14.0,7,8.549348893203122,0.142758338478421,36.87707641196013
3,0.5,circle,Proposed AI,26.789513448886925,21.0,6,20.572444857821708,0.1316214421162384,28.23920265780731
3,0.5,polyline,Pure Pursuit,19.03188187353321,12.0,7,2.0412580724512885,0.15846492466355944,38.53820598006645
3,0.5,polyline,Line of Sight,11.25969823889144,11.5,8,3.1345385087279514,0.1581944836198488,51.82724252491694
3,0.5,polyline,Vector Field,19.928615990623623,17.5,5,13.360614959372652,0.1382051231636979,40.19933554817276
